topic	rank	download_priority	category	score	year	title	doi	pmid	url	cytokines
engineered_T_cell_support_IL15	116	2	cytokine_engineered_t_cell_support	44	2026	Efficient multiplex non-viral engineering and expansion of polyclonal γδ CAR-T cells for immunotherapy.	10.21769/BioProtoc.3465	41821313	https://pubmed.ncbi.nlm.nih.gov/41821313/	IL-15
engineered_T_cell_support_IL15	121	2	cytokine_engineered_t_cell_support	44	2025	A novel fourth generation of CAR-T cells: CD19 CAR-T cells engineered to express membrane-bound interleukin-15 and CXCR5 for the treatment of lymphoma.	10.1182/bloodadvances.2020001837	41137936	https://pubmed.ncbi.nlm.nih.gov/41137936/	IL-15
engineered_T_cell_support_IL15	122	2	cytokine_engineered_t_cell_support	44	2025	Human iPSC-derived NK cells armed with CCL19, CCR2B, high-affinity CD16, IL-15, and NKG2D complex enhance anti-solid tumor activity.	10.1186/s13287-025-04461-9	40660312	https://pubmed.ncbi.nlm.nih.gov/40660312/	IL-15
engineered_T_cell_support_IL15	133	2	cytokine_engineered_t_cell_support	44	2023	Preclinical proof of concept for VivoVec, a lentiviral-based platform for in vivo CAR T-cell engineering	10.1136/jitc-2022-006292		https://doi.org/10.1136/jitc-2022-006292	IL-15
engineered_T_cell_support_IL15	139	2	cytokine_engineered_t_cell_support	44	2021	Pharmacodynamic Analysis of CAR-T Cell Persistence in Patients with Hematologic Malignancies Treated with NKTR-255, an IL-15 Receptor Agonist That Enhances CD8 + T-Cells: Preliminary Results from a Phase 1 Study	10.1182/blood-2021-147350		https://doi.org/10.1182/blood-2021-147350	IL-15
engineered_T_cell_support_IL15	146	2	cytokine_engineered_t_cell_support	44	2018	Comparison of Efficacy and Toxicity of CD19-Specific Chimeric Antigen Receptor T-Cells Alone or in Combination with Ibrutinib for Relapsed and/or Refractory CLL	10.1182/blood-2018-99-111061		https://doi.org/10.1182/blood-2018-99-111061	IL-15
engineered_T_cell_support_IL15	150	2	cytokine_engineered_t_cell_support	44	2010	Treatment of Chronic Lymphocytic Leukemia With Genetically Targeted Autologous T Cells: Case Report of an Unforeseen Adverse Event in a Phase I Clinical Trial	10.1038/mt.2010.31		https://doi.org/10.1038/mt.2010.31	IL-15
engineered_T_cell_support_IL15	160	2	cytokine_engineered_t_cell_support	42	2015	Oncolytic virus expressing RANTES and IL-15 enhances function of CAR-modified T cells in solid tumors	10.4161/21505594.2014.988098		https://doi.org/10.4161/21505594.2014.988098	IL-15
engineered_T_cell_support_IL2	110	2	cytokine_engineered_t_cell_support	45	2021	Repurposing Bi-Specific Chimeric Antigen Receptor (CAR) Approach to Enhance CAR T Cell Activity Against Low Antigen Density Tumors	10.1182/blood-2021-146995		https://doi.org/10.1182/blood-2021-146995	IL-2
engineered_T_cell_support_IL2	111	2	cytokine_engineered_t_cell_support	45	2020	Repurposing Bi-Specific Chimeric Antigen Receptor (CAR) Approach to Enhance CAR T Cell Activity Against Low Antigen Density Tumors	10.1182/blood-2020-140092		https://doi.org/10.1182/blood-2020-140092	IL-2
engineered_T_cell_support_IL2	112	2	cytokine_engineered_t_cell_support	44	2026	Bi-functional anti-LAG-3-IL-2c enhances immune checkpoint inhibitor and CAR T-cell therapy for cancer.	10.1074/jbc.RA119.007455	42164864	https://pubmed.ncbi.nlm.nih.gov/42164864/	IL-2
engineered_T_cell_support_IL2	113	2	cytokine_engineered_t_cell_support	44	2026	CAR T cells targeting B7H3 demonstrate potent preclinical activity against AML and ESCC.	10.1016/j.intimp.2025.115806	41213188	https://pubmed.ncbi.nlm.nih.gov/41213188/	IL-2
engineered_T_cell_support_IL2	118	2	cytokine_engineered_t_cell_support	44	2025	Comparing a Novel Anti-BCMA NanoCAR with a Conventional ScFv-Based CAR for the Treatment of Multiple Myeloma.	10.1186/s40425-017-0216-7	41439964	https://pubmed.ncbi.nlm.nih.gov/41439964/	IL-2
engineered_T_cell_support_IL2	135	2	cytokine_engineered_t_cell_support	44	2022	Off-the-shelf, steroid-resistant, IL13Rα2-specific CAR T cells for treatment of glioblastoma	10.1093/neuonc/noac024		https://doi.org/10.1093/neuonc/noac024	IL-2
engineered_T_cell_support_IL2	136	2	cytokine_engineered_t_cell_support	44	2022	CAR-T Regulatory (CAR-Treg) Cells: Engineering and Applications	10.3390/biomedicines10020287		https://doi.org/10.3390/biomedicines10020287	IL-2
engineered_T_cell_support_IL2	138	2	cytokine_engineered_t_cell_support	44	2021	A Phase 1 Safety and Efficacy Study of ADI-001 Anti-CD20 CAR-Engineered Allogeneic Gamma Delta (γδ) T Cells in Adults with B Cell Malignancies, in Monotherapy and Combination with IL-2	10.1182/blood-2021-147581		https://doi.org/10.1182/blood-2021-147581	IL-2
engineered_T_cell_support_IL2	145	2	cytokine_engineered_t_cell_support	44	2018	Tandom Autologous Transplantation and Combined Infusion of CD19 and Bcma-Specific Chimeric Antigen Receptor T Cells for High Risk MM: Initial Safety and Efficacy Report from a Clinical Pilot Study	10.1182/blood-2018-99-117964		https://doi.org/10.1182/blood-2018-99-117964	IL-2
engineered_T_cell_support_IL2	149	2	cytokine_engineered_t_cell_support	44	2013	Preclinical In Vivo Modeling of Cytokine Release Syndrome Induced by ErbB-Retargeted Human T Cells: Identifying a Window of Therapeutic Opportunity?	10.4049/jimmunol.1301523		https://doi.org/10.4049/jimmunol.1301523	IL-2
engineered_T_cell_support_IL2	151	2	cytokine_engineered_t_cell_support	44	2026	Co-Expression of IL-2 Enhances the Efficacy of FLT3-CAR-γδT Cells in Acute Myeloid Leukemia.	10.1158/0008-5472.CAN-24-0195	41899506	https://pubmed.ncbi.nlm.nih.gov/41899506/	IL-2
engineered_T_cell_support_IL7	102	2	cytokine_engineered_t_cell_support	45	2025	IL-7 armed binary CAR T cell strategy to augment potency against solid tumors.	10.3390/cancers15194846	40808942	https://pubmed.ncbi.nlm.nih.gov/40808942/	IL-7
engineered_T_cell_support_IL7	103	2	cytokine_engineered_t_cell_support	45	2025	IL-7 armed binary CAR T cell strategy to augment potency against solid tumors.	10.1101/2025.06.25.661524	40667190	https://pubmed.ncbi.nlm.nih.gov/40667190/	IL-7
engineered_T_cell_support_IL7	119	2	cytokine_engineered_t_cell_support	44	2025	Integration of a novel anti-PD-1 antibody with chimeric antigen receptor-T engineered to express interleukin-7 enhances targeting efficacy against lung cancer.	10.1093/lifemedi/lnaf035	41450878	https://pubmed.ncbi.nlm.nih.gov/41450878/	IL-7
engineered_T_cell_support_IL7	125	2	cytokine_engineered_t_cell_support	44	2024	Therapeutic Efficacy of IL7/CCL19-Expressing CAR-T Cells in Intractable Solid Tumor Models of Glioblastoma and Pancreatic Cancer.	10.1158/2767-9764.CRC-24-0226	39240078	https://pubmed.ncbi.nlm.nih.gov/39240078/	IL-7
engineered_T_cell_support_IL7	126	2	cytokine_engineered_t_cell_support	44	2024	Development of a chimeric cytokine receptor that captures IL-6 and enhances the antitumor response of CAR-T cells.	10.1002/cyto.a.22625	38670095	https://pubmed.ncbi.nlm.nih.gov/38670095/	IL-7
engineered_T_cell_support_IL7	143	2	cytokine_engineered_t_cell_support	44	2019	The response to lymphodepletion impacts PFS in patients with aggressive non-Hodgkin lymphoma treated with CD19 CAR T cells	10.1182/blood-2018-11-887067		https://doi.org/10.1182/blood-2018-11-887067	IL-7
engineered_T_cell_support_IL7	144	2	cytokine_engineered_t_cell_support	44	2019	B7-H3 specific T cells with chimeric antigen receptor and decoy PD-1 receptors eradicate established solid human tumors in mouse models	10.1080/2162402x.2019.1684127		https://doi.org/10.1080/2162402x.2019.1684127	IL-7
engineered_T_cell_support_multi_cytokine	86	2	cytokine_engineered_t_cell_support	48	2020	Investigation of the Impact from IL-2, IL-7, and IL-15 on the Growth and Signaling of Activated CD4+ T Cells	10.3390/ijms21217814		https://doi.org/10.3390/ijms21217814	IL-2,IL-7,IL-15
engineered_T_cell_support_multi_cytokine	87	2	cytokine_engineered_t_cell_support	48	2016	Shortened T cell culture with IL-7 and IL-15 provides the most potent chimeric antigen receptor (CAR)-modified T cells for adoptive immunotherapy.	10.4049/jimmunol.196.supp.214.23		https://doi.org/10.4049/jimmunol.196.supp.214.23	IL-2,IL-7,IL-15
engineered_T_cell_support_multi_cytokine	89	2	cytokine_engineered_t_cell_support	46	2026	Preclinical comparison of non-signaling domain in CD19 CAR T cell with interleukin-7 receptor alpha signaling domain.	10.1016/j.biopha.2026.119220	41855715	https://pubmed.ncbi.nlm.nih.gov/41855715/	IL-2,IL-7
engineered_T_cell_support_multi_cytokine	93	2	cytokine_engineered_t_cell_support	46	2020	PD-L1 targeting high-affinity NK (t-haNK) cells induce direct antitumor effects and target suppressive MDSC populations	10.1136/jitc-2019-000450		https://doi.org/10.1136/jitc-2019-000450	IL-2,IL-15
engineered_T_cell_support_multi_cytokine	95	2	cytokine_engineered_t_cell_support	46	2019	Anti-CD166/4-1BB chimeric antigen receptor T cell therapy for the treatment of osteosarcoma	10.1186/s13046-019-1147-6		https://doi.org/10.1186/s13046-019-1147-6	IL-2,IL-15
engineered_T_cell_support_multi_cytokine	99	2	cytokine_engineered_t_cell_support	46	2016	203. Shortened T Cell Culture with IL-7 and IL-15 Provides the Most Potent Chimeric Antigen Receptor (CAR)-Modified T Cells for Adoptive Immunotherapy	10.1016/s1525-0016(16)33012-x		https://doi.org/10.1016/s1525-0016(16)33012-x	IL-7,IL-15
engineered_T_cell_support_multi_cytokine	108	2	cytokine_engineered_t_cell_support	45	2022	Abstract 588: Regional administration of IL-12 endowed CAR T cells effectively targets systemic disease	10.1158/1538-7445.am2022-588		https://doi.org/10.1158/1538-7445.am2022-588	IL-12,IL-15
engineered_T_cell_support_IL18	140	2	cytokine_engineered_t_cell_support	44	2021	A Chimeric GM-CSF/IL18 Receptor to Sustain CAR T-cell Function.	10.1016/j.celrep.2017.09.002	33563660	https://pubmed.ncbi.nlm.nih.gov/33563660/	IL-18
GPC3_HCC_general_background	258	5	likely_exclude_or_low_priority	14		Exploring Glypican-3 Targeted CAR-NK Treatment and Potential Therapy Resistance in Hepatocellular Carcinoma	10.22541/au.170664301.11370201/v1		https://doi.org/10.22541/au.170664301.11370201/v1	IL-2
GPC3_HCC_general_background	262	5	likely_exclude_or_low_priority	13	2026	Serial monitoring of cytokine profile, liver function, and hematological biomarkers in severe CRS and CLS following CAR-T cell therapy for relapsed hepatocellular carcinoma: a case report.	10.1016/j.cca.2026.121053	42097197	https://pubmed.ncbi.nlm.nih.gov/42097197/	
GPC3_HCC_general_background	263	5	likely_exclude_or_low_priority	13	2026	RNA helicase SKIV2L impedes tumor immunity by reprogramming arginine metabolism of hepatocellular carcinomas.	10.1158/1538-7445.AM2024-4204	41956538	https://pubmed.ncbi.nlm.nih.gov/41956538/	
GPC3_HCC_general_background	264	5	likely_exclude_or_low_priority	13	2026	MMP14 is a safe target of CAR-T therapy against liver cancer and metastasis.	10.1016/j.cell.2022.02.012	41888815	https://pubmed.ncbi.nlm.nih.gov/41888815/	
GPC3_HCC_general_background	266	5	likely_exclude_or_low_priority	13	2025	T lymphocyte-based immune response and therapy in hepatocellular carcinoma: focus on TILs and CAR-T cells	10.1007/s00210-025-04035-9		https://doi.org/10.1007/s00210-025-04035-9	
GPC3_HCC_general_background	267	5	likely_exclude_or_low_priority	13	2024	The TOPK Inhibitor HI-TOPK-032 Enhances CAR T-cell Therapy of Hepatocellular Carcinoma by Upregulating Memory T Cells	10.1158/2326-6066.cir-23-0587		https://doi.org/10.1158/2326-6066.cir-23-0587	
GPC3_HCC_general_background	268	5	likely_exclude_or_low_priority	13	2020	In vitro-transcribed antigen receptor mRNA nanocarriers for transient expression in circulating T cells in vivo	10.1038/s41467-020-19486-2		https://doi.org/10.1038/s41467-020-19486-2	
GPC3_HCC_general_background	269	5	likely_exclude_or_low_priority	13	2020	CXCR2‐modified CAR‐T cells have enhanced trafficking ability that improves treatment of hepatocellular carcinoma	10.1002/eji.201948457		https://doi.org/10.1002/eji.201948457	
GPC3_HCC_general_background	270	5	likely_exclude_or_low_priority	13	2019	Clinical presentation, management, and biomarkers of neurotoxicity after adoptive immunotherapy with CAR T cells	10.1182/blood-2018-12-893396		https://doi.org/10.1182/blood-2018-12-893396	
GPC3_HCC_general_background	272	5	likely_exclude_or_low_priority	13	2024	Recent advancements in improving the efficacy and safety of chimeric antigen receptor (CAR)-T cell therapy for hepatocellular carcinoma	10.1007/s00210-024-03443-7		https://doi.org/10.1007/s00210-024-03443-7	
GPC3_HCC_general_background	273	5	likely_exclude_or_low_priority	13	2023	GPC3-CAR-T	10.1007/s40278-023-48391-9		https://doi.org/10.1007/s40278-023-48391-9	
GPC3_HCC_general_background	274	5	likely_exclude_or_low_priority	13	2023	Difficulties and advance of CAR-T therapy in hepatocellular carcinoma	10.1117/12.2669678		https://doi.org/10.1117/12.2669678	
GPC3_HCC_general_background	281	5	likely_exclude_or_low_priority	12	2026	Personalized immunotherapy in HCC: synthesis, delivery, and clinical progress of mRNA-based vaccines.	10.1186/s12935-026-04265-8	42087213	https://pubmed.ncbi.nlm.nih.gov/42087213/	
GPC3_HCC_general_background	282	5	likely_exclude_or_low_priority	12	2026	Targeting hepatocellular carcinoma with MAGE-A3-specific TCR-engineered T cells: A therapeutic approach.	10.1016/j.intimp.2026.116339	41655433	https://pubmed.ncbi.nlm.nih.gov/41655433/	
GPC3_HCC_general_background	340	5	likely_exclude_or_low_priority	11	2026	CD36 aggravates ferroptosis in NK cells and dampens their anti-fibrotic activity in the liver.	10.1016/j.cmet.2021.03.023	42220492	https://pubmed.ncbi.nlm.nih.gov/42220492/	
GPC3_HCC_general_background	341	5	likely_exclude_or_low_priority	11	2026	BCAT1 inhibits crotonate-related epigenetic modulation of metabolic genes in tumor-associated macrophages to counter immunosuppression.	10.1038/s41467-026-72814-w	42115179	https://pubmed.ncbi.nlm.nih.gov/42115179/	
GPC3_HCC_general_background	342	5	likely_exclude_or_low_priority	11	2026	Extracellular vesicles as signal hubs and targeted platforms in hepatocellular carcinoma immunotherapy.	10.1016/j.phrs.2026.108241	42114607	https://pubmed.ncbi.nlm.nih.gov/42114607/	
GPC3_HCC_general_background	343	5	likely_exclude_or_low_priority	11	2026	Combined targeting of VISTA and sorafenib activates T cell-mediated anti-tumor immunity via the NF-κB/TNF axis in hepatocellular carcinoma.	10.1186/s12916-026-04920-x	42106688	https://pubmed.ncbi.nlm.nih.gov/42106688/	
GPC3_HCC_general_background	344	5	likely_exclude_or_low_priority	11	2026	Natural Killer Cell-Based Immunotherapy in HCC.	10.1111/imm.70141	42047161	https://pubmed.ncbi.nlm.nih.gov/42047161/	
GPC3_HCC_general_background	345	5	likely_exclude_or_low_priority	11	2026	Tim-3 facilitates dendritic cell ferroptosis and impairs anti-tumor immunity in steatohepatitis-related HCC.	10.1016/j.jhep.2026.04.010	42035954	https://pubmed.ncbi.nlm.nih.gov/42035954/	
GPC3_HCC_general_background	346	5	likely_exclude_or_low_priority	11	2026	New perspectives in immunotherapy for hepatocellular carcinoma: Focusing on resistance mechanism, biomarker, and personalized treatment.	10.1016/j.critrevonc.2026.105305	41905572	https://pubmed.ncbi.nlm.nih.gov/41905572/	
GPC3_HCC_general_background	347	5	likely_exclude_or_low_priority	11	2026	FYN/LCK kinase balance as a metabolic switch orchestrates progenitor-exhausted T-cell differentiation in hepatocellular carcinoma.	10.1097/HEP.0000000000001740	41812035	https://pubmed.ncbi.nlm.nih.gov/41812035/	
GPC3_HCC_general_background	348	5	likely_exclude_or_low_priority	11	2026	Immunotherapy in hepatocellular carcinoma: translating mechanistic insights into clinical advances.	10.1186/S40249-023-01128-6	41784912	https://pubmed.ncbi.nlm.nih.gov/41784912/	
GPC3_HCC_general_background	349	5	likely_exclude_or_low_priority	11	2026	HBV reprograms the tumor microenvironment in hepatocellular carcinoma: mechanisms and therapeutic implications.	10.3390/cells10081917	41673369	https://pubmed.ncbi.nlm.nih.gov/41673369/	
GPC3_HCC_general_background	350	5	likely_exclude_or_low_priority	11	2026	Unmodified γδ T cells exhibit potent antitumor activity in hepatocellular carcinoma and are enhanced by PD-L1 blockade.	10.1016/j.imbio.2026.153163	41643403	https://pubmed.ncbi.nlm.nih.gov/41643403/	
GPC3_HCC_general_background	351	5	likely_exclude_or_low_priority	11	2022	The liver cancer immune microenvironment: Therapeutic implications for hepatocellular carcinoma	10.1002/hep.32740		https://doi.org/10.1002/hep.32740	
GPC3_HCC_general_background	352	5	likely_exclude_or_low_priority	11	2022	Systemic Therapy in Hepatocellular Carcinoma	10.5772/intechopen.100257		https://doi.org/10.5772/intechopen.100257	
GPC3_HCC_general_background	353	5	likely_exclude_or_low_priority	11	2021	Tumor Immune Microenvironment and Immunosuppressive Therapy in Hepatocellular Carcinoma: A Review	10.3390/ijms22115801		https://doi.org/10.3390/ijms22115801	
GPC3_HCC_general_background	354	5	likely_exclude_or_low_priority	11	2019	From bench to bed: the tumor immune microenvironment and current immunotherapeutic strategies for hepatocellular carcinoma	10.1186/s13046-019-1396-4		https://doi.org/10.1186/s13046-019-1396-4	
GPC3_HCC_general_background	355	5	likely_exclude_or_low_priority	11	2019	Immunotherapy for hepatocellular carcinoma: Current and future	10.3748/wjg.v25.i24.2977		https://doi.org/10.3748/wjg.v25.i24.2977	
GPC3_HCC_general_background	356	5	likely_exclude_or_low_priority	11	2017	Asia–Pacific clinical practice guidelines on the management of hepatocellular carcinoma: a 2017 update	10.1007/s12072-017-9799-9		https://doi.org/10.1007/s12072-017-9799-9	
GPC3_HCC_general_background	357	5	likely_exclude_or_low_priority	11	2017	The evolving concept of liver cancer stem cells	10.1186/s12943-016-0572-9		https://doi.org/10.1186/s12943-016-0572-9	
GPC3_HCC_general_background	358	5	likely_exclude_or_low_priority	11	2015	Global cancer statistics, 2012	10.3322/caac.21262		https://doi.org/10.3322/caac.21262	
GPC3_HCC_general_background	359	5	likely_exclude_or_low_priority	11	2008	Sorafenib in Advanced Hepatocellular Carcinoma	10.1056/nejmoa0708857		https://doi.org/10.1056/nejmoa0708857	
GPC3_HCC_general_background	360	5	likely_exclude_or_low_priority	11	2020	Anti-GPC3-CAR Autologous T Lymphocytes	10.32388/6y9vow		https://doi.org/10.32388/6y9vow	
GPC3_HCC_general_background	361	5	likely_exclude_or_low_priority	11	2019	Review for "CXCR2‐modified CAR‐T cells have enhanced trafficking ability that improves treatment of hepatocellular carcinoma"	10.1002/eji.201948457/v1/review1		https://doi.org/10.1002/eji.201948457/v1/review1	
GPC3_HCC_general_background	362	5	likely_exclude_or_low_priority	11	2019	Review for "CXCR2‐modified CAR‐T cells have enhanced trafficking ability that improves treatment of hepatocellular carcinoma"	10.1002/eji.201948457/v1/review2		https://doi.org/10.1002/eji.201948457/v1/review2	
GPC3_HCC_general_background	363	5	likely_exclude_or_low_priority	11	2019	Review for "CXCR2‐modified CAR‐T cells have enhanced trafficking ability that improves treatment of hepatocellular carcinoma"	10.1002/eji.201948457/v2/review1		https://doi.org/10.1002/eji.201948457/v2/review1	
GPC3_HCC_general_background	364	5	likely_exclude_or_low_priority	11	2018	A GPC3-targeting Bispecific Antibody, GPC3-S-Fab, with Potent Cytotoxicity	10.3791/57588		https://doi.org/10.3791/57588	
GPC3_HCC_general_background	365	5	likely_exclude_or_low_priority	11	2018	A GPC3-targeting Bispecific Antibody, GPC3-S-Fab, with Potent Cytotoxicity	10.3791/57588-v		https://doi.org/10.3791/57588-v	
GPC3_HCC_general_background	366	5	likely_exclude_or_low_priority	11	2016	Radiation Therapy for Hepatocellular Carcinoma	10.1007/978-3-319-34214-6_35		https://doi.org/10.1007/978-3-319-34214-6_35	
GPC3_HCC_general_background	367	5	likely_exclude_or_low_priority	11	2012	Molecular Targeted Therapy for Growth Factors in Hepatocellular Carcinoma	10.5772/29781		https://doi.org/10.5772/29781	
GPC3_HCC_general_background	368	5	likely_exclude_or_low_priority	11	2012	Therapy of Hepatocellular Carcinoma with Iodine-131-Lipidiol	10.5772/28626		https://doi.org/10.5772/28626	
GPC3_HCC_general_background	369	5	likely_exclude_or_low_priority	11	2011	Cytotoxic Chemotherapy and Endocrine Therapy for Hepatocellular Carcinoma	10.1007/978-1-60327-522-4_21		https://doi.org/10.1007/978-1-60327-522-4_21	
GPC3_HCC_general_background	370	5	likely_exclude_or_low_priority	11	2011	The Future: Combination Systemic Therapy for Hepatocellular Carcinoma	10.1007/978-1-60327-522-4_23		https://doi.org/10.1007/978-1-60327-522-4_23	
GPC3_HCC_general_background	371	5	likely_exclude_or_low_priority	11	2011	Follow-Up and Salvage Therapy for Recurrent Hepatocellular Carcinoma	10.1007/978-1-60327-522-4_24		https://doi.org/10.1007/978-1-60327-522-4_24	
GPC3_HCC_general_background	372	5	likely_exclude_or_low_priority	11	2011	Staging of Hepatocellular Carcinoma	10.1007/978-1-60327-522-4_5		https://doi.org/10.1007/978-1-60327-522-4_5	
GPC3_HCC_general_background	373	5	likely_exclude_or_low_priority	11	2009	Radiation Therapy for Hepatocellular Carcinoma	10.1007/978-1-60327-376-3_23		https://doi.org/10.1007/978-1-60327-376-3_23	
GPC3_HCC_general_background	374	5	likely_exclude_or_low_priority	11	2009	Molecular Mechanisms of Hepatocellular Carcinoma: Insights to Therapy	10.1007/978-1-60327-376-3_4		https://doi.org/10.1007/978-1-60327-376-3_4	
GPC3_HCC_general_background	375	5	likely_exclude_or_low_priority	11	2004	Therapy of Hepatitis B and Prevention of Hepatocellular Carcinoma	10.1007/978-4-431-53977-3_8		https://doi.org/10.1007/978-4-431-53977-3_8	
GPC3_HCC_CART_background	5	1	core_self_secreting_or_armored_cytokine_cart	60	2020	Glypican-3–Specific CAR T Cells Coexpressing IL15 and IL21 Have Superior Expansion and Antitumor Activity against Hepatocellular Carcinoma	10.1158/2326-6066.cir-19-0293		https://doi.org/10.1158/2326-6066.cir-19-0293	IL-2,IL-15
GPC3_HCC_CART_background	14	1	core_self_secreting_or_armored_cytokine_cart	58	2023	Rational design of TGFbRII dominant negative armored GPC3 CAR-T cells for the treatment of hepatocellular carcinoma	10.4049/jimmunol.210.supp.68.17		https://www.semanticscholar.org/paper/c858d4b6f9e87d5e141765982c18443ed486f0ee	IL-2
GPC3_HCC_CART_background	20	1	core_self_secreting_or_armored_cytokine_cart	58	2021	IL-7 and CCL19-secreting CAR-T cell therapy for tumors with positive glypican-3 or mesothelin	10.1186/s13045-021-01128-9		https://doi.org/10.1186/s13045-021-01128-9	IL-7
GPC3_HCC_CART_background	85	2	cytokine_engineered_t_cell_support	48	2024	rhIL-7-hyFc, a long-acting interleukin-7, improves efficacy of CAR-T cell therapy in solid tumors.	10.1038/s41586-021-04390-6	39043602	https://pubmed.ncbi.nlm.nih.gov/39043602/	IL-2,IL-7
GPC3_HCC_CART_background	90	2	gpc3_hcc_cart_background	46	2026	Blockade of the CLCF1-CNTFR axis enhances the efficacy of GPC3 CAR-T cell therapy in hepatocellular carcinoma.	10.1016/j.phrs.2026.108209	42102942	https://pubmed.ncbi.nlm.nih.gov/42102942/	
GPC3_HCC_CART_background	91	2	gpc3_hcc_cart_background	46	2026	Emerging potential of CAR-NK cell therapy for hepatocellular carcinoma: current advances and translational challenges	10.20517/2394-5079.2025.69		https://doi.org/10.20517/2394-5079.2025.69	IL-15
GPC3_HCC_CART_background	92	2	gpc3_hcc_cart_background	46	2024	Phase I study of C-CAR031, a GPC3-specific TGFβRIIDN armored autologous CAR-T, in patients with advanced hepatocellular carcinoma (HCC).	10.1200/jco.2024.42.16_suppl.4019		https://www.semanticscholar.org/paper/9d72885a50375bd70c234856d001f76ead289439	
GPC3_HCC_CART_background	94	2	gpc3_hcc_cart_background	46	2020	Efficacy of anti-CD147 chimeric antigen receptors targeting hepatocellular carcinoma	10.1038/s41467-020-18444-2		https://doi.org/10.1038/s41467-020-18444-2	
GPC3_HCC_CART_background	96	2	cytokine_engineered_t_cell_support	46	2018	Disruption of PD-1 Enhanced the Anti-tumor Activity of Chimeric Antigen Receptor T Cells Against Hepatocellular Carcinoma	10.3389/fphar.2018.01118		https://doi.org/10.3389/fphar.2018.01118	IL-2
GPC3_HCC_CART_background	97	2	gpc3_hcc_cart_background	46	2025	An Armored anti-GPC3 CAR T Therapy for Hepatocellular Carcinoma Enhanced through Multiple Modules	10.1016/j.jcyt.2025.03.354		https://doi.org/10.1016/j.jcyt.2025.03.354	
GPC3_HCC_CART_background	98	2	gpc3_hcc_cart_background	46	2023	GPC3-IL7-CCL19-CAR-T primes immune microenvironment reconstitution for hepatocellular carcinoma therapy	10.1007/s10565-023-09821-w		https://doi.org/10.1007/s10565-023-09821-w	IL-7
GPC3_HCC_CART_background	117	2	gpc3_hcc_cart_background	44	2026	Synergistic immunotherapeutic effects of irreversible electroporation and CAR-NK cell therapy against hepatocellular carcinoma.	10.1038/s41596-019-0160-8	41803088	https://pubmed.ncbi.nlm.nih.gov/41803088/	
GPC3_HCC_CART_background	128	2	gpc3_hcc_cart_background	44	2024	CAR-T cell therapy for hepatocellular carcinoma: current trends and challenges	10.3389/fimmu.2024.1489649		https://doi.org/10.3389/fimmu.2024.1489649	
GPC3_HCC_CART_background	134	2	gpc3_hcc_cart_background	44	2023	A phase I study of GPC3 targeted CAR-T cell therapy in advanced GPC3-expressing hepatocellular carcinoma (HCC).	10.1200/jco.2023.41.4_suppl.tps624		https://doi.org/10.1200/jco.2023.41.4_suppl.tps624	
GPC3_HCC_CART_background	141	2	gpc3_hcc_cart_background	44	2020	Chimeric Antigen Receptor-Glypican-3 T-Cell Therapy for Advanced Hepatocellular Carcinoma: Results of Phase I Trials	10.1158/1078-0432.ccr-19-3259		https://doi.org/10.1158/1078-0432.ccr-19-3259	
GPC3_HCC_CART_background	142	2	gpc3_hcc_cart_background	44	2020	Coating biomimetic nanoparticles with chimeric antigen receptor T cell-membrane provides high specificity for hepatocellular carcinoma photothermal therapy treatment	10.7150/thno.40291		https://doi.org/10.7150/thno.40291	
GPC3_HCC_CART_background	148	2	gpc3_hcc_cart_background	44	2017	Anti-GPC3-CAR T Cells Suppress the Growth of Tumor Cells in Patient-Derived Xenografts of Hepatocellular Carcinoma	10.3389/fimmu.2016.00690		https://doi.org/10.3389/fimmu.2016.00690	
GPC3_HCC_CART_background	153	2	gpc3_hcc_cart_background	44	2025	Glypican-3-Targeted CAR T Cell Therapy in An Advanced Hepatocellular Carcinoma Patient: A Case Report	10.29011/2688-8718.100139		https://doi.org/10.29011/2688-8718.100139	
GPC3_HCC_low_antigen_background	6	1	core_self_secreting_or_armored_cytokine_cart	59	2024	Updated results from first-in-human phase 1 dose-escalation trial of TAK-102, a GPC3-targeted armored CAR T cells, in patients with advanced solid tumors.	10.1200/jco.2024.42.16_suppl.2543		https://www.semanticscholar.org/paper/0a570bf7bb62f5c9f1c47e10c3e677ae80af8763	IL-7
GPC3_HCC_low_antigen_background	7	1	core_self_secreting_or_armored_cytokine_cart	59	2023	GPC3-IL7-CCL19-CAR-T primes immune microenvironment reconstitution for hepatocellular carcinoma therapy	10.21203/rs.3.rs-2750902/v1		https://doi.org/10.21203/rs.3.rs-2750902/v1	IL-7
GPC3_HCC_low_antigen_background	8	1	core_self_secreting_or_armored_cytokine_cart	59	2021	Off-the-shelf Vδ1 gamma delta T cells engineered with glypican-3 (GPC-3)-specific chimeric antigen receptor (CAR) and soluble IL-15 display robust antitumor efficacy against hepatocellular carcinoma	10.1136/jitc-2021-003441		https://doi.org/10.1136/jitc-2021-003441	IL-15
GPC3_HCC_low_antigen_background	88	2	gpc3_hcc_cart_background	47	2026	Patient-Derived Organoid Modeling of Glypican-3 CAR-T Responses in Hepatocellular Carcinoma.	10.3390/jcm15062208	42121900	https://pubmed.ncbi.nlm.nih.gov/42121900/	IL-2
